,LC_name,N,SHEAR,MOMENT
0,DL,60.50000000000001,0.0,0.0
1,SCT,0.0,0.0,1.0142011545993883
2,DYN,0.0,0.337295251432492,0.30693867880356773
3,WIND,0.0,6.29,6.13
4,QUAKE,0.0,1.725,1.1881500000000003
